"Data Source","World Development Indicators",

"Last Updated Date","2016-02-17",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Japan","JPN","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","6978","10746","17157","24846","60000","90000","124300","200000","278000","278000","278170","290840","341280","550000","721090","832000","952000","1095860","1095800","1471400","1412900","1526000","1584300","1650300","1853600","1833900","1904070","1984590","2049120","2142210","1966000","2003000","2041000","2060000","2123000","2122000","2121000","2120000","2120000","2027674","","","","","","","","","","","","","","","",
"Japan","JPN","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","129.160262398284","137.267459676556","139.131102668838","141.341939114224","136.296174764459","142.12806725462","135.680730447225","119.552835012503","122.795800747407","132.619799545922","130.268568012171","131.045972163644","","",
"Japan","JPN","Fertilizer consumption (kilograms per hectare of arable land)","AG.CON.FERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","333.544467073999","335.170798271549","353.683717743777","347.969266055046","332.82753856781","350.474803513638","278.228644382544","238.92803912436","259.834423166745","268.309120827457","259.145784267546","256.663913146094","","",
"Japan","JPN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","71100","71200","70200","70300","70040","68960","68380","67970","66520","66960","65410","64840","64470","64150","62730","62360","62150","61940","61740","60610","60420","60260","60110","59960","58790","58580","58400","58170","57290","56930","56540","56150","55740","55330","54430","53990","53540","53100","52710","52580","47930","47630","47360","47140","46920","46710","46500","46280","46090","45930","45610","45490","45370","","",
"Japan","JPN","Agricultural land (% of land area)","AG.LND.AGRI.ZS","","19.3891464412326","19.4164166893919","19.1437142077993","19.1709844559585","19.1000818107445","18.8055631306245","18.6473956913008","18.5355876738478","18.1401690755386","18.2601581674393","17.8374693209708","17.6868521549373","17.5859247135843","17.4986361156574","17.1159618008186","17.0150068212824","16.9623362445415","16.9050218340611","16.8504366812227","16.5465465465465","16.4901746724891","16.4554888039323","16.4145275805571","16.4409103372635","16.1245200219419","16.0625171373732","16.0175534832693","15.9544706527702","15.7131102578168","15.6143719144268","15.5074053757543","15.4004388370817","15.2879868348875","15.1755348326934","14.9286889742183","14.8120713305898","14.6886145404664","14.5679012345679","14.4609053497942","14.4252400548697","13.1495198902606","13.0672153635117","12.9931412894376","12.9327846364883","12.8724279835391","12.8148148148148","12.7572016460905","12.6968449931413","12.6447187928669","12.5990947743794","12.5111437231693","12.4780557384244","12.445139346061","","",
"Japan","JPN","Arable land (hectares)","AG.LND.ARBL.HA","","5660000","5620000","5570000","5530000","5478000","5453000","5377000","5320000","5162000","5196000","5125000","5057000","5015000","4978000","4945000","4921000","4911000","4898000","4882000","4874000","4861000","4852000","4843000","4836000","4830000","4820000","4814000","4806000","4792000","4768000","4740000","4714000","4685000","4660000","4630000","4602000","4569000","4535000","4503000","4474000","4444000","4419000","4397000","4379000","4360000","4343000","4326000","4308000","4294000","4282000","4254000","4246000","4237000","","",
"Japan","JPN","Arable land (hectares per person)","AG.LND.ARBL.HA.PC","","0.0596147161981399","0.0586442941814843","0.0575341899764492","0.0565289391368348","0.0553988046479172","0.0546447539833651","0.0533829734425416","0.0526414739612709","0.0500329546776257","0.0497963486511093","0.0484876581170705","0.0471787886703735","0.0464012435348218","0.0451879958606416","0.0441754511345364","0.0436371052841599","0.043130779972423","0.0426291145189646","0.0421334253905239","0.041735883954719","0.0413181694546444","0.0409627772290184","0.0406090944918203","0.040293955906614","0.0399986749921328","0.039673394132947","0.0394296057858483","0.0391964962932152","0.0389226420611456","0.0385957243578847","0.0382501755150459","0.0379460512440734","0.0376196441189696","0.0372916349901169","0.0369103707778283","0.036594384408025","0.0362455079844832","0.035878164556962","0.0355600129510152","0.0352719503638356","0.0349511203391297","0.0346737808466397","0.0344274103885122","0.0342749352306259","0.0341230150344752","0.0339684327435982","0.0337966109639768","0.0336396929636195","0.0335345615281889","0.0334348403216991","0.0332818856718407","0.0332859081003672","0.0332734873891873","","",
"Japan","JPN","Arable land (% of land area)","AG.LND.ARBL.ZS","","15.4349604581402","15.3258794655031","15.1895282247068","15.0804472320698","14.9386419416417","14.8704663212435","14.6632124352332","14.5077720207254","14.0769020998091","14.1696209435506","13.9760021816199","13.7943262411348","13.6797599563557","13.5788325150027","13.4924965893588","13.4270122783083","13.403384279476","13.367903930131","13.3242358078603","13.3060333060333","13.2669213973799","13.2495903877662","13.2250136537411","13.2602138744173","13.2473944048272","13.2163421990677","13.2035106966539","13.1815688425672","13.1431705979155","13.0773450356555","13.0005485463522","12.9292375205705","12.8496982995063","12.7811300054855","12.6988480526605","12.6255144032922","12.5349794238683","12.4417009602195","12.3539094650206","12.2743484224966","12.1920438957476","12.1234567901235","12.0631001371742","12.0137174211248","11.9615912208505","11.9149519890261","11.8683127572016","11.8189300411523","11.7805212620027","11.7459882046359","11.6690211353568","11.6469168312486","11.6222295369761","","",
"Japan","JPN","Land under cereal production (hectares)","AG.LND.CREL.HA","","4868480","4755130","4609500","4418130","4303013","4194810","4092940","4017000","3925820","3445920","3092500","2935910","2833610","2932850","2970510","2977950","2949640","2795168","2793552","2723782","2654960","2637374","2652555","2687684","2711736","2679339","2555938","2535438","2523524","2471494","2413369","2430881","2424140","2448153","2352368","2220758","2197439","2054154","2047487","2045099","2006602","2002148","1985655","2018281","2020344","2006281","1983581","1940273","1936188","1941803","1904487","1912101","1930506","","",
"Japan","JPN","Permanent cropland (% of land area)","AG.LND.CROP.ZS","","0.954458685574039","1.09080992637033","1.22716116716662","1.36351240796291","1.43441505317698","1.48077447504772","1.52986092173439","1.5734933187892","1.60894464139624","1.63621488955549","1.67984728661031","1.71031096563011","1.72394980905619","1.73758865248227","1.71350613915416","1.67803547066849","1.64847161572052","1.62663755458515","1.61572052401747","1.6025116025116","1.58569868995633","1.56744948115784","1.55106499180776","1.53550863723608","1.50575973669775","1.47518508363038","1.44267690619857","1.40153592978607","1.33571036752606","1.30279758639605","1.27262753702688","1.23697202413604","1.20405924300603","1.16017553483269","1.11903455842019","1.07544581618656","1.04252400548697","1.01508916323731","0.995884773662551","0.976680384087792","0.957475994513031","0.943758573388203","0.930041152263374","0.919067215363512","0.910836762688614","0.899862825788752","0.888888888888889","0.877914951989026","0.864197530864197","0.853106569743519","0.842122587812539","0.831138907175774","0.822909809084924","","",
